耳罩	3M 1426 可调节经济型隔音耳罩 塑料+海绵 双色 头戴式 20副/箱（计价单位：副）
V型标识	安赛瑞 39010 V字形警示标识（锁具站） 150*300mm 红白色 （计价单位：个)
V型标识	安赛瑞 20458 V字形警示标识（紧急冲淋装置） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39014 自发光V型标识（紧急冲淋装置） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 20457 V字形警示标识（洗眼器）150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39017 荧光V型标识（洗眼器） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39024 V型标识（PPE存放处） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39025 荧光V型标识（PPE存放处） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39029 自发光V型标识（安全出口） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39028 V字形警示标识（安全出口）150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 20459 V字形警示标识（冲淋洗眼装置） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39032 荧光V型标识（冲淋洗眼装置） 150*300mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39013 蓄光V型标识（锁具站） 200*400mm 红白色 （计价单位：个)
V型标识	安赛瑞 39015 V字形警示标识（紧急冲淋装置） 200*400mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39016 蓄光V型标识（紧急冲淋装置） 200*400mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39018 V字形警示标识（洗眼器） 200*400mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39019 自发光洗眼器V型标识（洗眼器） 200*400mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39026 V型标识（PPE存放处） 200*400mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39027 自发光V型标识（PPE存放处） 200*400mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39031 蓄光V型标识（安全出口） 200*400mm 绿白色 （计价单位：个)
V型标识	安赛瑞 39034 蓄光V型标识（冲淋洗眼装置） 200*400mm 绿白色 （计价单位：个)
仓储标识	安赛瑞 34501 反光不干胶材料字母标签套装（A-Z各5片） 字高50.8mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34502 反光不干胶字母标贴套装（A-Z各5片） 字高76.2mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34503 反光不干胶字母标识套装（A-Z各5片） 字高101.6mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34504 反光字母不干胶标识套装（A-Z各5片) 字高152.4mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34505 反光不干胶数字标识套装（0-9各5片） 字高25.4mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34506 反光不干胶数字标示套装（0-9各5片） 字高50.8mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34507 反光不干胶材料数字标识套装（0-9各5片） 字高76.2mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34508 反光膜数字标签套装（0-9各5片） 字高101.6mm 黄黑色  5组/套 （计价单位：套)
仓储标识	安赛瑞 34509 反光膜数字标贴套装（0-9各5片） 字高152.4mm 黄黑色  5组/套 （计价单位：套)
OSHA安全标识	安赛瑞 31806 安全标志标识牌（注意-请随手关门） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31807 安全标志标识牌（注意-请缓慢开门） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31808 安全标志标识牌（注意-消防门请保持关闭） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31809 生产区域安全标识（注意-请保持此门） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31810 生产区域安全标识（注意-打开此门警报即响） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31811 安全告示牌（注意-此门前禁止停车） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31812 安全标识（注意-打开此门警报即响仅限紧急疏散时使用） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31813 生产区域安全标识（注意-仅限紧急疏散时使用） 315mm*250mm 蓝白黑色 （计价单位：个)
OSHA安全标识	安赛瑞 31814 生产区域安全标识（注意-此门须上锁） 315mm*250mm 蓝白黑色 （计价单位：个)
交换机	TP-LINK TL-SF1016M 16口百兆交换机 黑色（计价单位：台）
路由器	TP-LINK TL-R473 5口百兆 单WAN口 带机30 企业级高速有线路由器（计价单位：台）
断线钳	长城 202118 美式喷塑断线钳 450mm/18寸 混色(计价单位:把)
单、双杠双功能训练器	军霞 JX-3016 二头肌训练器（计价单位：台）
书柜	定制铁皮组合书柜 1850*1500*500mm 0.8mm板材 灰白色 货期15个工作日（计价单位：组）
瓦斯喷射器	军霞 JX-3020 助力单双杠力量训练器械（计价单位：台）
哑铃椅	军霞 JX-3033 可调式哑铃椅（计价单位：台）
电话机	步步高 HCD6132 有绳电话机座机 红色（计价单位：台）
电话机	步步高 HCD6101TSD 固定电话机座机 流光银（计价单位：台）
电话机	步步高 HCD6082 有绳固定电话机 雅蓝（计价单位：台）
电话机	步步高 HCD218 有绳固定电话机座机 雅典白（计价单位：台）
录音笔	飞利浦 VTR7100 数码录音笔 8GB 30米 黑色（计价单位：个）
硒鼓	惠普（HP） CF510A 204A 黑色硒鼓（适用于M154/M180/M181）（计价单位：支）
米	亚信红旗 中国空白 防晒防水 纳米 4号 96cm*144cm (计价单位:面)
墨盒	惠普（HP） C8816AA 816号墨盒 黑色 适用：Deskjet D2468 Officejet 4308 4338（计价单位：个）
灭火器	鑫一龙 MFZ/ABC1 干粉灭火器1KG 适合车载家用 (计价单位:具)
卷纸	清风 B22BA 无芯纸 平纹 3层 180段 10卷/提 10提/箱 （计价单位：箱）
梳子	国产 透明 强力无痕粘钩  （计价单位：个）
灭火器	鑫一龙 MFZ/ABC4 手提式干粉灭火器4KG 碳钢 车载家用 (计价单位:具)
灭火器	鑫一龙 MFZ/ABC5 手提式干粉灭火器5公斤 碳钢 车载家用及商用 (计价单位:具)
灭火器	鑫一龙 MSWJ950 水基型环保灭火器 950毫升 碳钢 车载家用 (计价单位:具)
灭火器	鑫一龙 MSWZ/2 水基型环保灭火器 2升 碳钢 车载家用及商用 (计价单位:具)
灭火器	鑫一龙 MSWZ/3 水基型环保灭火器 3升 碳钢 车载家用及商用 (计价单位:具)
墨盒	惠普（HP） C8817AA 817号彩色墨盒(适用Deskjet F2238 F2288 D1568 4308) (计价单位：个)
激光打印机/传真机墨粉	方菱 TN2325 粉盒 适用于兄弟 DCP7180DN 7080D 7080 MFC7380 7480D 7880D HL2260D 2560DN（计价单位：个）
饮水机	安吉尔 Y2686LK-J-N 下置式饮水机 白色（计价单位：台）
便携式迷你药盒	联创 DF-CP0616M 双层便当盒 不锈钢 1.4L 白色（计价单位：个）
灭火器	神龙 MFJ500G 干粉灭火器 手提式 车载家用型 碳钢 500g 红色 (计价单位:具)
净水设备	安吉尔 J2505-ROB60（A8）V2pluS 家用净水机 500G大通量 黑色（计价单位：台）
长尾夹/白钢夹/票夹	齐心 B3607 32mm黑色长尾夹 12个/盒（计价单位：盒） (12盒/中盒)
灭火器	神龙 MFZ/ABC1 干粉灭火器 手提式 车载家用型 碳钢 1公斤 红色 (计价单位:具)
墨盒	惠普（HP） CB316ZZ 862号 黑色墨盒（适用B8558 C5388 D5468 7510 6510 5510 c309a C410D） 计价单位：个
扳手/梅花扳手/棘轮扳手	世达（SATA） 13902 棘轮扳手 10英寸 12.5mm系列（计价单位：把）
国标标识	安赛瑞 30803 机械设备安全标识牌（当心机械伤人） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35103 铝板安全标牌（当心机械伤人） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30704 安全警示标牌（当心伤手） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30804 国标安全标识（当心伤手） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 35104 铝板安全标识牌（当心伤手） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30705 自粘性安全标识贴（当心夹手） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30805 当心夹手安全标识（当心夹手） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35105 铝板安全标牌（当心夹手） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30706 自粘性安全标识贴（当心压伤） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30806 当心压伤安全标识（当心压伤） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35106 铝板安全标识牌（当心压伤） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30707 自粘性安全标识贴（当心坠落） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30807 国标安全标识牌（当心坠落） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35107 当心坠落安全标识（当心坠落） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30708 当心类安全标识（当心烫伤） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30808 GB安全标示牌（当心烫伤） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35108 铝板安全标牌（当心烫伤） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30709 GB安全标识牌（注意高温） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30809 GB安全标识（注意高温） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 35109 铝板安全标牌（注意高温） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30710 安全警示标牌（当心高温表面） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30810 安全标识标牌（当心高温表面） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35110 铝板安全标识牌（当心高温表面） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30711 安全警示标牌（当心滑倒） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30811 PVC板安全标牌（当心滑倒） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35111 当心滑倒安全标识牌（当心滑倒）250mm*315mm （计价单位：张）
国标标识	安赛瑞 30712 安全标志牌（当心绊倒） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30812 当心绊倒安全标识（当心绊倒） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 35112 铝板安全标牌（当心绊倒） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30713 当心车辆安全标识（当心车辆） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30813 当心车辆安全标识（当心车辆） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35113 铝板安全标牌（当心车辆） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30714 自粘性安全标识贴（当心叉车） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30814 当心叉车安全标识（当心叉车） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35114 铝合金安全标志牌（当心叉车） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30716 自粘性安全标识贴（当心中毒） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30816 警告类安全标识牌（当心中毒） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35116 铝合金安全标志牌（当心中毒） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30717 工厂安全标识牌（当心电离辐射） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30817 国标安全标识（当心电离辐射）250mm*315mm （计价单位：张）
国标标识	安赛瑞 35117 GB警示牌（当心电离辐射）250mm*315mm （计价单位：张）
国标标识	安赛瑞 30718 GB警示牌（当心电离辐射） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30818 警告类安全标识牌（当心弧光） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35118 当心弧光安全标牌（当心弧光） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30719 自粘性安全标识贴（当心落物） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30819 警告标志牌（当心落物） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35119 铝板安全标牌（当心落物） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30720 当心吊物安全标识（当心吊物） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30820 警告类安全标识牌（当心吊物） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 35120 铝合金安全标志牌（当心吊物） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30721 自粘性安全标识贴（当心感染） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30821 警告类安全标识牌（当心感染） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35121 铝板安全标牌（当心感染） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30722 自粘性安全标识贴（噪声有害） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 30822 噪声安全标识（噪声有害） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35122 铝合金安全标志牌（噪声有害） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30723 GB安全标识牌（噪声排放源） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30823 警告类安全标识牌（噪声排放源） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 35123 铝板安全标牌（噪声排放源） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30715 自粘性安全标识贴（当心腐蚀） 250mm*315mm（计价单位：张）
国标标识	安赛瑞 30815 警告类安全标识牌（当心腐蚀） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 35115 铝合金安全标示牌（当心腐蚀） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30824 GB安全标识（当心爆炸） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35124 铝制安全标识牌（当心爆炸） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 30825 警告类安全标识牌（当心碰头） 250mm*315mm   （计价单位：张）
国标标识	安赛瑞 35125 铝合金安全标识（当心碰头） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 31512 GB安全标识牌（当心火车） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 31513 警告类安全标识牌（当心火车） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 31514 GB安全标识标志牌（当心火车） 250mm*315mm （计价单位：张）
国标标识	安赛瑞 31306 安全警示标志牌（注意-请随手关门） 315mm*250mm（计价单位：张）
国标标识	安赛瑞 31307 工厂安全标识牌（注意-请缓慢开门） 315mm*250mm （计价单位：张）
国标标识	安赛瑞 31308 安全生产标识牌（注意-消防门请保持关闭） 315mm*250mm （计价单位：张）
OSHA安全标识	安赛瑞 31309 安全生产标牌（注意-请保持此门） 315mm*250mm   （计价单位：张）
OSHA安全标识	安赛瑞 31310 安全生产标识牌（注意-打开此门警报即响） 315mm*250mm  （计价单位：张）
国标标识	安赛瑞 31311 禁止停车安全标识（注意-此门前禁止停车） 315mm*250mm   （计价单位：张）
国标标识	安赛瑞 31312 安全标牌（注意-打开此门警报即响仅限紧急疏散时使用） 315mm*250mm   （计价单位：张）
国标标识	安赛瑞 31313 安全警示牌（注意-仅限紧急疏散时使用） 315mm*250mm   （计价单位：张）
国标标识	安赛瑞 31314 警示标志牌（注意-此门须上锁） 315mm*250mm（计价单位：张）
国标标识	安赛瑞 31315 安全警示牌（注意-非紧急出口） 315mm*250mm （计价单位：张）
消防安全标识	安赛瑞 31316 安全告示牌（注意-消防门禁止阻塞） 315mm*250mm   （计价单位：张）
安全警示标识	安赛瑞 31317 安全警示标识牌（注意-禁止阻塞） 315mm*250mm （计价单位：张）
国标标识	安赛瑞 30514 国标安全标志牌（禁止拍照） 315mm*250mm（计价单位：张）
国标标识	安赛瑞 30614 禁止拍照安全标识牌（禁止拍照） 315mm*250mm   （计价单位：张）
国标标识	安赛瑞 35014 禁止拍照安全标志牌（禁止拍照） 315mm*250mm   （计价单位：张）
国标标识	安赛瑞 32502 电力警示标志牌（禁止攀登 高压危险） 315mm*250mm （计价单位：张）
OSHA安全标识	安赛瑞 31523 高压危险安全标识（禁止攀登 高压危险） 315mm*250mm   （计价单位：张）
国标标识	安赛瑞 31176 OSHA安全标示（当心-当心绊倒） 315mm×250mm 黑黄色  （计价单位：张）
国标标识	安赛瑞 31180 自粘性安全标示贴（当心-下方有人工作） 315mm*250mm 黑黄色 （计价单位：张）
国标标识	安赛瑞 31676 塑料安全标识牌（当心-当心绊倒） 315mm*250mm 黑黄色 （计价单位：张）
国标标识	安赛瑞 31679 中英文安全标识牌（当心-上方有人工作） 315mm*250mm 黑黄色  （计价单位：张）
国标标识	安赛瑞 31680 安全标志牌（当心-下方有人工作） 315mm*250mm 黑黄色  （计价单位：张）
防毒面具	安赛瑞 31195 OSHA安全标示（危险-必须戴防毒面具） 315mm×250mm   （计价单位：张）
防毒面具	安赛瑞 31695 安全标志牌（危险-必须戴防毒面具） 315mm*250mm （计价单位：张）
国标标识	安赛瑞 31130 不干胶安全标贴（危险-当心叉车） 315mm*250mm （计价单位：张）
国标标识	安赛瑞 31131 不干胶安全标贴（危险-禁止高举叉臂行驶） 315mm*250mm （计价单位：张）
OSHA安全标识	安赛瑞 31132 安全标示牌（危险-非人行通道） 315mm×250mm   （计价单位：张）
国标标识	安赛瑞 31134 不干胶安全标贴（警告-当心车辆） 315mm*250mm 橙黑色  （计价单位：张）
OSHA安全标识	安赛瑞 31135 不干胶安全标贴（警告-叉车通道禁止行人通行） 315mm*250mm 橙黑色  （计价单位：张）
国标标识	安赛瑞 31136 不干胶安全标贴（当心-盲区请慢行） 315mm*250mm 黑黄色  （计价单位：张）
国标标识	安赛瑞 31137 不干胶安全标贴（当心-慢行鸣号） 315mm*250mm 黑黄色  （计价单位：张）
国标标识	安赛瑞 31138 不干胶安全标贴（当心-进入前请鸣号） 315mm*250mm 黑黄色  （计价单位：张）
国标标识	安赛瑞 31141 不干胶安全标贴（当心-必须系安全带） 315mm*250mm 黑黄色  （计价单位：张）
国标标识	安赛瑞 31630 叉车安全标识牌（危险-当心叉车） 315mm×250mm   （计价单位：张）
OSHA安全标识	安赛瑞 31631 美标安全标识（危险-禁止高举叉臂行驶） 315mm×250mm   （计价单位：张）
OSHA安全标识	安赛瑞 31632 安全警示牌（危险-非人行通道） 315mm×250mm   （计价单位：张）
OSHA安全标识	安赛瑞 31634 安全警示标识牌（警告-当心车辆） 315mm×250mm 橙黑色  （计价单位：张）
OSHA安全标识	安赛瑞 31635 安全警示标识牌（警告-叉车通道禁止行人通行） 315mm×250mm 橙黑色  （计价单位：张）
OSHA安全标识	安赛瑞 31636 OSHA安全标识（当心-盲区请慢行） 315mm×250mm 黑黄色  （计价单位：张）
告示牌/警戒带/警示柱/路锥	安赛瑞 11211 伸缩式路锥连接杆 1.3m-2.5m 黄黑色  （计价单位：个）
告示牌/警戒带/警示柱/路锥	安赛瑞 16102 限高杆 Φ32mm×3m 黄黑色  （计价单位：个）
告示牌/警戒带/警示柱/路锥	安赛瑞 14487 塑料隔离链条 25m/卷 红白色  （计价单位：条）
告示牌/警戒带/警示柱/路锥	安赛瑞 11212 路锥伸缩隔离带 长可拓展至2.8m 红白色  （计价单位：个）
告示牌/警戒带/警示柱/路锥	安赛瑞 11717 路锥伸缩隔离带 长可拓展至2.8m 黄黑色  （计价单位：个）
告示牌/警戒带/警示柱/路锥	安赛瑞 14489 路锥警示灯 175×175×380mm 红黄色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14303 1/4球面镜 Φ300mm 亮黑色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14331 1/4球面镜 球面广角镜  Φ700mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14308 球面镜1/2球镜 Φ600mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14334 吸顶式球面镜 Φ800mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14310 球面镜1/2球镜 Φ1000mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14332 半球镜1/4球面镜 Φ800mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14306 半球镜 Φ600mm 亮黑色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14333 半球镜 Φ1000mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14301 室内广角镜 Φ450mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14302  室内广角镜 Φ600mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14307 室内广角镜 Φ800mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14317 室内广角镜 Φ1000mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 11104 交通反光镜 Φ450mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14455 交通反光镜 Φ600mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 11106 交通反光镜 Φ800mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 11107 交通反光镜 Φ1000mm 亮银色  （计价单位：个）
反光镜/广角镜/球面镜	安赛瑞 14318 长方形广角镜 600×400mm 亮银色  （计价单位：个）
减速带	安赛瑞 14463 自卷式便携减速带 3000×230×40mm 黄黑色  （计价单位：个）
减速带	安赛瑞 11025 折叠式便携减速带 3000×250×25mm 黄黑色  （计价单位：个）
车位锁/沿坡	安赛瑞 11036 低位路沿坡 600×300×100mm 黄黑色  （计价单位：个）
车位锁/沿坡	安赛瑞 11037 高位路沿坡 600×360×150mm 黄黑色  （计价单位：个）
工程塑料挂锁	安赛瑞  线缆保护带 尺寸：71mmx13mm;线槽尺寸15.3mmx8mm。 黑色  （计价单位：个）
告示牌/警戒带/警示柱/路锥	安赛瑞  可变形线缆保护带 产品尺寸：100*15*2.5cm 线槽尺寸：27*21mm 可弯曲角度：20 度 黄黑色  （计价单位：个）
交通标识	安赛瑞 11020 交通安全标志牌（限高5米） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11000 交通安全标识（禁止鸣喇叭） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11010 交通安全标识（禁止吸烟） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11088 交通安全标识（禁止行人通行） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11003 交通安全标识（禁止载货汽车通行） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11004 反光交通安全标牌（禁止机动车通行） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11002 交通安全标志牌（禁止拍照） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11007 交通安全标识牌（禁止驶入） Φ600mm 白红色  （计价单位：个）
交通标识	安赛瑞 11008 反光交通安全标牌（停车让行） Φ600mm 白红色  （计价单位：个）
交通标识	安赛瑞 11040 交通安全标识（禁止停车） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11001 交通安全标识（限速5公里） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11021 交通安全标识（限速10公里） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11022 交通限速标志牌（限速15公里) Φ600mm（计价单位：个）
交通标识	安赛瑞 11023 交通安全标识（限速20公里） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11024 限速交通安全标牌（限速30公里） Φ600mm（计价单位：个）
交通标识	安赛瑞 11062 限重交通安全标识（限重10吨）Φ600mm（计价单位：个）
交通标识	安赛瑞 11063 限重交通安全标牌（限重15吨）Φ600mm（计价单位：个）
交通标识	安赛瑞 11042 国标铝合金反光交通安全标志牌（停车检查）Φ600mm（计价单位：个）
交通标识	安赛瑞 11013 限高交通安全标牌（限高3米)Φ600mm（计价单位：个）
交通标识	安赛瑞 11015 限高交通安全标牌（限高3.5米)Φ600mm（计价单位：个）
国标标识	安赛瑞 11017 限高反光标志牌（限高4米）Φ600mm（计价单位：个）
交通标识	安赛瑞 11019 反光交通安全标牌（限高4.5米） Φ600mm（计价单位：个）
交通标识	安赛瑞 11012 交通安全标识（限宽3米） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11014 限宽铝合金反光交通安全标志牌（限宽3.5米） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11033 反光交通安全标牌（禁止直行） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11034 交通安全标示牌（禁止←转弯） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11035 交通安全标识（禁止→转弯） Φ600mm   （计价单位：个）
交通标识	安赛瑞 11049 反光交通安全标牌（鸣喇叭） Φ600mm 白蓝色  （计价单位：个）
交通标识	安赛瑞 11045 反光交通安全标牌（直行） Φ600mm 白蓝色  （计价单位：个）
交通标识	安赛瑞 11043 国标铝合金反光交通安全标志牌（向左转弯） Φ600mm 白蓝色  （计价单位：个）
交通标识	安赛瑞 11044 国标铝合金反光交通安全标志牌（向右转弯） Φ600mm 白蓝色  （计价单位：个）
交通标识	安赛瑞 11046 反光交通安全标牌（直行和向右转弯） Φ600mm 白蓝色  （计价单位：个）
交通标识	安赛瑞 11047 反光交通安全标牌（直行和向左转弯） Φ600mm 白蓝色  （计价单位：个）
仓储标识	安赛瑞 14468 轻型墙面保护器 800×220×35mm 黄黑色  （计价单位：块）
告示牌/警戒带/警示柱/路锥	安赛瑞 11050 A型三角手动车位锁 600×200×60mm 红黄色  （计价单位：把）
车位锁/沿坡	安赛瑞 11038 八角车位锁地锁 600×500×320mm 红黄色  （计价单位：把）
交通标识	安赛瑞 11052 国标铝合金反光交通安全标志牌（停车场） Φ600mm 白蓝色  （计价单位：个）
沙子	安赛瑞 20355 防汛沙袋（空袋） 700×300mm 绿色  （计价单位：个）
沙袋	安赛瑞 20368 含黄沙防汛沙袋 填充黄沙重约20kg 700×300mm 100包装 绿色  （计价单位：个）
标识吊牌	安赛瑞 20573 防汛膨胀袋 400*600mm 褐色  （计价单位：个）
工程塑料挂锁	安赛瑞 14686 钢缆线安全挂锁 钢缆线Φ3.2mm×150mm 黄色  （计价单位：把）
墨盒	惠普（HP） CB317ZZ 862号墨盒 黑色 适用：C5388 C309a/g C310a C410d D5468 B8558 7510(计价单位：个）
工程塑料挂锁	安赛瑞 14687 钢缆线安全挂锁 钢缆线Φ3.2mm×150mm 蓝色  （计价单位：把）
工程塑料挂锁	安赛瑞 14688 钢缆线安全挂锁 钢缆线Φ3.2mm×150mm 绿色  （计价单位：把）
工程塑料挂锁	安赛瑞 14689 钢缆线安全挂锁 钢缆线Φ3.2mm×150mm 黑色  （计价单位：把）
工程塑料挂锁	安赛瑞 14690 钢缆线安全挂锁 钢缆线Φ3.2mm×150mm 橙色  （计价单位：把）
工程塑料挂锁	安赛瑞 14691 钢缆线安全挂锁 钢缆线Φ3.2mm×150mm 紫色  （计价单位：把）
墨盒	惠普（HP） CB318ZZ 862号 墨盒 青色（适用B8558 C5388 D5468 c309a 7510 6510 5510 C410D）(计价单位：个)
电焊防火毯	安赛瑞 12541 电焊防火毯 1×1m 白色  （计价单位：块）
灭火毯	安赛瑞 12542 电焊防火毯 1.2×1.2m 白色  （计价单位：块）
灭火毯	安赛瑞 12543 电焊防火毯 1.2×1.8m 白色  （计价单位：块）
平板小推车	安赛瑞 12600 可折叠式静音平板小推车（载重150kg） 70*50cm 蓝色  （计价单位：辆）
平板小推车	安赛瑞 12601 可折叠式静音平板小推车（载重200kg） 70*50cm 蓝色  （计价单位：辆）
地贴警示标识	安赛瑞 11926 拐角箭头地贴-右 420*350*100mm 黄色 10片/包 （计价单位：包）
地贴警示标识	安赛瑞 11927 拐角箭头地贴-右 210*175*50mm 红色 10片/包 （计价单位：包）
